FORMATION,Calibre (CALI),Resistividad Media (RMED),Resistividad Profunda (RDEP),Densidad Total (RHOB),Rayos Gamma (GR),Factor Fotoeléctrico (PEF),Lentitud Compresional (DTC),Potencial Espontáneo (SP),Resistividad de Zona Lavada (RXO),Porosidad de Densidad (PHID),Volumen de Arcilla (VSH),TARGET,TARGET_BINARIO
UNKNOWN,17.090948105,1.616281867,2.153375864,2.0793128014,61.746200562,5.5544629097,138.15623474,47.835689545,1.745620966,0.34587102945454545,0.664620550994211,POBRE,NO_RESERVORIO
UNKNOWN,17.119005203,1.6221946478,2.1313745975,2.0836107731,63.361049652,5.6221241951,139.05979919,47.924777985,1.8077292442,0.34326619812121195,0.6927995154828056,POBRE,NO_RESERVORIO
UNKNOWN,17.187705994,1.6115643978,2.1068212986,2.0775780678,64.040725708,5.3525652885,140.6625061,48.801746368,1.6242848635,0.34692238315151497,0.7046597986289985,POBRE,NO_RESERVORIO
UNKNOWN,17.29114151,1.6106001139,2.0987820625,2.0639986992,63.672874451,4.6956653595,140.39663696,49.698829651,1.5578876734,0.35515230351515154,0.6982408288489258,POBRE,NO_RESERVORIO
UNKNOWN,17.225149155,1.640504837,2.0883779526,2.0633921623,58.852222443,4.2984991074,141.45275879,51.271007538,1.6700677872,0.3555199016363636,0.6141209054539145,POBRE,NO_RESERVORIO
UNKNOWN,17.26508522,1.6639018059,2.0875990391,2.0942134857,54.689880371,4.353931427,142.74937439,52.418777466,1.7629599571,0.3368403116969696,0.5414884284239582,POBRE,NO_RESERVORIO
UNKNOWN,17.516614914,1.6695849895,2.1007509232,2.1170578003,53.588947296,4.6821208,143.59768677,52.522697449,1.7367631197,0.3229952725454545,0.5222772499820493,POBRE,NO_RESERVORIO
UNKNOWN,17.911659241,1.6589419842,2.1143255234,2.1241595745,56.974918365,5.1505508423,144.34570313,51.903102875,1.5925631523,0.31869116696969685,0.5813621261501124,POBRE,NO_RESERVORIO
UNKNOWN,17.877071381,1.697721839,2.1280825138,2.1021709442,61.487117767,4.9512038231,143.31257629,51.451049805,1.7052395344,0.3320176095757575,0.6600995806291655,POBRE,NO_RESERVORIO
UNKNOWN,17.929601669,1.7764712572,2.1388895512,2.0756015778,61.32793808,5.356651783,140.04141235,51.077045441,1.9223037958,0.3481202558787878,0.6573219100870354,POBRE,NO_RESERVORIO
UNKNOWN,17.849292755,1.8059464693,2.1315643787,2.0551440716,58.647727966,5.415596962,137.28425598,51.682910919,1.926753521,0.36051874448484844,0.6105524960953058,POBRE,NO_RESERVORIO
UNKNOWN,17.717144012,1.7715966702,2.1289999485,2.0307400227,54.375652313,5.6975460052,137.82751465,52.067310333,1.9259710312,0.3753090771515152,0.5360051784146945,POBRE,NO_RESERVORIO
UNKNOWN,17.578346252,1.726053834,2.1274380684,2.0149044991,52.325351715,5.3459897041,139.19885254,51.538063049,1.855587244,0.3849063641818181,0.5002276261345701,POBRE,NO_RESERVORIO
UNKNOWN,17.510568619,1.6726601124,2.1145467758,2.0189652443,54.34186554,4.9203596115,139.88916016,50.887046814,1.7128020525,0.38244530648484854,0.535415602408833,POBRE,NO_RESERVORIO
UNKNOWN,17.487640381,1.6484309435,2.0885055065,2.0410528183,58.296619415,4.411221981,140.38783264,51.230297089,1.4228029251,0.3690588980000001,0.6044256849576343,POBRE,NO_RESERVORIO
UNKNOWN,17.448587418,1.6058007479,2.0696315765,2.0631408691,61.569057465,4.5424141884,141.27302551,50.890365601,1.3080300093,0.3556722005454544,0.6615294206398802,POBRE,NO_RESERVORIO
UNKNOWN,17.497838974,1.5687234402,2.0529038906,2.0833191872,59.673904419,5.1675934792,140.92222595,50.171031952,1.4493021965,0.3434429168484849,0.628459178525996,POBRE,NO_RESERVORIO
UNKNOWN,17.395973206,1.5251249075,2.0459291935,2.1009762287,55.499687195,6.4687366486,142.0934906,50.762306213,1.3729345798,0.33274167957575757,0.5556194812123754,POBRE,NO_RESERVORIO
UNKNOWN,17.323955536,1.5063904524,2.0495903492,2.1050000191,49.734863281,7.162311554,140.96989441,51.378326416,1.2212423086,0.3303030187272728,0.4550238470063293,JUSTO,RESERVORIO
UNKNOWN,17.467115402,1.5358524323,2.0601522923,2.093624115,46.040950775,7.2456736565,139.16526794,52.25699234,1.472012639,0.3371975060606061,0.39056542177320164,JUSTO,RESERVORIO
UNKNOWN,17.432781219,1.6306421757,2.0652804375,2.0439002514,46.246284485,7.7072644234,136.65962219,52.497001648,1.7685180902,0.3673331809696968,0.3941484756685977,JUSTO,RESERVORIO
UNKNOWN,17.394691467,1.7129746675,2.0826647282,2.0222222805,46.768093109,8.7468643188,133.34880066,51.647537231,1.9195955992,0.3804713451515152,0.40325398699878545,JUSTO,RESERVORIO
UNKNOWN,17.120559692,1.7887824774,2.1083803177,2.018499136,47.456920624,9.2126760483,131.36775208,50.6195755,1.8345307112,0.38272779636363635,0.4152739622423866,JUSTO,RESERVORIO
UNKNOWN,16.937429428,1.8169732094,2.137565136,2.0411808491,46.316383362,8.9880771637,134.76086426,49.809677124,1.8243259192,0.36898130357575765,0.395371694468364,JUSTO,RESERVORIO
UNKNOWN,17.034296036,1.8319216967,2.1532444954,2.0400586128,45.828529358,8.1944417953,139.37281799,49.155056,1.8337495327,0.3696614467878789,0.3868586880583751,JUSTO,RESERVORIO
UNKNOWN,17.020025253,1.8181811571,2.1530125141,2.0310604572,45.509025574,8.6385831833,142.18043518,50.113685608,1.872836709,0.3751148744242423,0.38128337712742766,JUSTO,RESERVORIO
UNKNOWN,17.046676636,1.8090407848,2.1408369541,2.0275204182,45.894939423,8.6331682205,143.86630249,51.424251556,1.7914861441,0.3772603526060606,0.38801753743625733,JUSTO,RESERVORIO
UNKNOWN,17.062999725,1.791782856,2.1221692562,2.029948473,47.893138885,8.4121360779,142.95228577,51.931789398,1.7797632217,0.3757888042424241,0.422885929801532,JUSTO,RESERVORIO
UNKNOWN,17.108612061,1.7683722973,2.1096112728,2.0199828148,52.571998596,8.5882968903,141.5763855,50.984329224,1.8904448748,0.381828597090909,0.5045315909718798,POBRE,NO_RESERVORIO
UNKNOWN,17.29652977,1.7063808441,2.115834713,2.0130727291,55.219203949,8.8282852173,140.88188171,50.163356781,1.8555852175,0.3860165278181817,0.5507250749934761,POBRE,NO_RESERVORIO
UNKNOWN,17.405014038,1.6356869936,2.1278030872,2.0120000839,55.496078491,9.35663414,140.01641846,51.002368927,1.5402361155,0.3866666158181819,0.5555565096675446,POBRE,NO_RESERVORIO
UNKNOWN,17.467119217,1.6162735224,2.1412329674,2.0374281406,53.56464386,8.8256254196,138.65361023,51.827327728,1.4130722284,0.3712556723636364,0.5218531573134304,POBRE,NO_RESERVORIO
UNKNOWN,17.483999252,1.6608974934,2.1617567539,2.0556898117,53.649459839,9.3675642014,136.7928772,50.998939514,1.4341423512,0.36018799290909076,0.5233331881566261,POBRE,NO_RESERVORIO
UNKNOWN,17.495557785,1.7176884413,2.1825201511,2.0654945374,52.916500092,9.1361398697,134.61647034,50.350799561,1.439917922,0.3542457349090907,0.5105431096222397,POBRE,NO_RESERVORIO
UNKNOWN,17.545343399,1.7581633329,2.2075304985,2.0586535931,50.700183868,9.6101694107,133.45748901,52.049106598,1.4524670839,0.3583917617575758,0.47186860030843647,JUSTO,RESERVORIO
UNKNOWN,17.652637482,1.7894887924,2.2373416424,2.0449717045,48.738773346,9.0894126892,133.79052734,52.118492126,1.5293493271,0.3666838154545454,0.43764217148034473,JUSTO,RESERVORIO
UNKNOWN,17.587265015,1.7958590984,2.2711315155,2.0310089588,50.785411835,8.9139862061,134.17950439,51.066905975,1.3868236542,0.3751460855757574,0.4733558203034194,JUSTO,RESERVORIO
UNKNOWN,17.458028793,1.7907341719,2.2953078747,2.0241560936,55.760704041,8.7952404022,135.3230896,51.103492737,1.2928152084,0.3792993372121213,0.5601742005851675,POBRE,NO_RESERVORIO
UNKNOWN,17.443983078,1.7741250992,2.3145418167,2.0045835972,57.98973465,9.0769271851,135.39363098,51.690956116,1.4074407816,0.39116145624242427,0.5990705747194226,POBRE,NO_RESERVORIO
UNKNOWN,17.442401886,1.7715283632,2.3242604733,1.9906489849,58.73853302,10.264238358,134.8949585,52.225837708,1.5254571438,0.3996066758181818,0.6121370357330319,POBRE,NO_RESERVORIO
UNKNOWN,17.437999725,1.778624177,2.3259999752,1.9655035734,57.788440704,9.9247875214,134.04258728,52.372001648,1.60039711,0.41484631915151515,0.5955580143252479,POBRE,NO_RESERVORIO
UNKNOWN,17.437999725,1.7929060459,2.3288190365,1.9672057629,58.105857849,9.3639945984,132.86904907,52.723182678,1.5163997412,0.41381468915151515,0.6010969136022237,POBRE,NO_RESERVORIO
UNKNOWN,17.470148087,1.789627552,2.3314042091,1.9699069262,57.340606689,8.5397157669,133.20210266,52.434684753,1.5389982462,0.41217762048484846,0.5877433529531009,POBRE,NO_RESERVORIO
UNKNOWN,17.549446106,1.7825248241,2.3347978592,1.9870711565,55.345298767,8.8701705933,134.19944763,52.421264648,1.6369452477,0.4017750566666666,0.5529254176884197,POBRE,NO_RESERVORIO
UNKNOWN,17.577999115,1.7650749683,2.3443615437,2.0040009022,53.620506287,9.0073013306,135.71939087,51.80260849,1.6593352556,0.3915146047272727,0.5228279514018859,POBRE,NO_RESERVORIO
UNKNOWN,17.556581497,1.7648973465,2.3521649837,2.0169663429,49.881046295,9.8118877411,136.59707642,51.756404877,1.4810767174,0.38365676187878783,0.4575747268290015,JUSTO,RESERVORIO
UNKNOWN,17.547000885,1.7824344635,2.3560752869,2.0237493515,52.069747925,9.8244609833,135.71235657,50.838378906,1.4316704273,0.37954584757575766,0.49576736407902405,JUSTO,RESERVORIO
UNKNOWN,17.568254471,1.7972178459,2.3625137806,2.0277392864,52.244754791,9.9714870453,134.38845825,50.028652191,1.59494102,0.37712770521212113,0.49882121740365526,JUSTO,RESERVORIO
UNKNOWN,17.577999115,1.8023643494,2.3704924583,2.0385503769,55.799259186,9.0154600143,133.65670776,49.444396973,1.6781045198,0.37057552915151515,0.5608469842332097,POBRE,NO_RESERVORIO
UNKNOWN,17.556911469,1.7934868336,2.3771033287,2.0484361649,56.286880493,8.249797821,132.81608582,50.524841309,1.6993621588,0.36458414248484844,0.5693559301024704,POBRE,NO_RESERVORIO
UNKNOWN,17.504306793,1.7923842669,2.383087635,2.061152935,57.541385651,7.6558790207,132.61354065,51.206859589,1.6399177313,0.3568770090909091,0.5912469269249913,POBRE,NO_RESERVORIO
UNKNOWN,17.46307373,1.7926516533,2.3836426735,2.0646514893,58.204559326,7.459587574,132.7797699,50.401748657,1.5716767311,0.35475667315151505,0.6028192450773926,POBRE,NO_RESERVORIO
UNKNOWN,17.400556564,1.7973723412,2.3748886585,2.0653431416,60.07926178,7.6546373367,132.94598389,50.586353302,1.6966252327,0.35433748993939385,0.6355326262874889,POBRE,NO_RESERVORIO
UNKNOWN,17.343511581,1.8020066023,2.3736932278,2.054628849,60.441867828,8.0755157471,133.50497437,51.459030151,1.7293155193,0.36083100060606044,0.6418600676646528,POBRE,NO_RESERVORIO
UNKNOWN,17.317987442,1.787676692,2.3736586571,2.0463352203,59.485363007,8.0113754272,134.25297546,50.995239258,1.5785433054,0.36585744224242417,0.6251691486487289,POBRE,NO_RESERVORIO
UNKNOWN,17.322971344,1.7839814425,2.3676562309,2.0489816666,56.400577545,7.8101234436,134.66699219,50.206016541,1.6011734009,0.36425353539393934,0.5713399329486843,POBRE,NO_RESERVORIO
UNKNOWN,17.452478409,1.7793908119,2.3663306236,2.0576093197,56.21660614,7.66279459,134.25100708,49.416946411,1.6689516306,0.3590246547272727,0.5681296492630356,POBRE,NO_RESERVORIO
UNKNOWN,17.53644371,1.7760000229,2.3643493652,2.0735070705,56.377624512,7.73584795,134.16566467,49.782268524,1.7479294538,0.3493896542424243,0.5709394046851965,POBRE,NO_RESERVORIO
UNKNOWN,17.629102707,1.7727220058,2.3464996815,2.0891785622,55.620071411,8.0075845718,134.08499146,50.368606567,1.7595595121,0.3398917804848485,0.557720174440404,POBRE,NO_RESERVORIO
UNKNOWN,17.497995377,1.7683870792,2.3340559006,2.0979192257,53.659194946,7.2118372917,133.67132568,50.578872681,1.5264707804,0.33459440866666657,0.5235030648566499,POBRE,NO_RESERVORIO
UNKNOWN,17.375379562,1.7709041834,2.322830677,2.1013014317,52.740394592,6.7281737328,134.31871033,51.111225128,1.4935252666,0.33254458684848476,0.5074700852378088,POBRE,NO_RESERVORIO
UNKNOWN,17.450487137,1.7976255417,2.3082132339,2.1039440632,53.840553284,6.4689078331,134.91311646,51.940666199,1.5872381926,0.3309429919999999,0.5266677507693208,POBRE,NO_RESERVORIO
UNKNOWN,17.591112137,1.8026100397,2.3004007339,2.1153261662,56.163841248,6.7342047691,135.16244507,52.489772797,1.5353754759,0.3240447477575757,0.567208906868517,POBRE,NO_RESERVORIO
UNKNOWN,17.641000748,1.7890018225,2.2990000248,2.115858078,58.074729919,7.4878458977,135.41178894,53.024959564,1.4845873117,0.3237223769696969,0.6005537341562276,POBRE,NO_RESERVORIO
UNKNOWN,17.641000748,1.7679982185,2.2912662029,2.1194007397,59.586204529,8.0585250854,135.66111755,52.685188293,1.572160244,0.3215753092727272,0.6269288237075381,POBRE,NO_RESERVORIO
UNKNOWN,17.641000748,1.7398774624,2.2792980671,2.1255497932,59.162269592,8.8419981003,136.23136902,52.931491852,1.5607433319,0.31784861018181826,0.6195311989950039,POBRE,NO_RESERVORIO
UNKNOWN,17.611129761,1.7302694321,2.2718040943,2.1295390129,59.503852844,8.7138442993,135.54124451,52.610240936,1.5879991055,0.3154309012727272,0.625491794562486,POBRE,NO_RESERVORIO
UNKNOWN,17.564241409,1.7272074223,2.2598156929,2.1234147549,54.589668274,8.7883024216,135.05303955,52.247001648,1.5949935913,0.3191425727878786,0.5397397367721019,POBRE,NO_RESERVORIO
UNKNOWN,17.527450562,1.7419950962,2.2476613522,2.1127054691,53.758419037,8.5340137482,135.13615417,51.141963959,1.558082819,0.3256330490303031,0.5252345158968843,POBRE,NO_RESERVORIO
UNKNOWN,17.54551506,1.733823061,2.2490496635,2.1202824116,55.319267273,8.134595871,135.2192688,50.025405884,1.5895526409,0.3210409626666667,0.552471170570498,POBRE,NO_RESERVORIO
UNKNOWN,17.59176445,1.7248723507,2.2651994228,2.1319930553,57.983165741,8.084815979,135.56427002,48.964328766,1.6677974463,0.3139436028484847,0.5989559478762172,POBRE,NO_RESERVORIO
UNKNOWN,17.531164169,1.7291073799,2.2842657566,2.1418361664,58.373703003,8.2401399612,135.28057861,48.341129303,1.7052588463,0.30797808096969687,0.605770786306334,POBRE,NO_RESERVORIO
UNKNOWN,17.426338196,1.7390446663,2.2934930325,2.1342422962,57.212314606,8.078458786,134.53257751,47.393363953,1.3743257523,0.3125804265454545,0.5855046681909075,POBRE,NO_RESERVORIO
UNKNOWN,17.381122589,1.7476984262,2.2950000763,2.1282327175,55.141002655,6.9671678543,133.93959045,48.958328247,1.4091540575,0.31622259545454545,0.5493604697803735,POBRE,NO_RESERVORIO
UNKNOWN,17.413726807,1.7573668957,2.2826337814,2.1265442371,52.787410736,6.3991789818,133.28625488,51.016704559,1.7716479301,0.3172459169090908,0.508290512521306,POBRE,NO_RESERVORIO
UNKNOWN,17.533481598,1.775447607,2.2657651901,2.1427264214,52.538703918,6.7923674583,131.92259216,50.960399628,1.9466336966,0.3074385324848485,0.5039506019774092,POBRE,NO_RESERVORIO
UNKNOWN,17.831666946,1.7791311741,2.2661299706,2.1363506317,52.453865051,7.743270874,131.86300659,50.240375519,1.9143774509,0.3113026474545454,0.5024701717407697,POBRE,NO_RESERVORIO
UNKNOWN,18.041032791,1.7602454424,2.2864794731,2.0916728973,51.119888306,8.8337640762,133.47070313,50.604949951,1.7388402224,0.3383800622424242,0.4791924032119681,JUSTO,RESERVORIO
UNKNOWN,18.030879974,1.7385374308,2.3030769825,2.0313894749,48.918766022,9.4408769608,135.1615448,51.223987579,1.4482455254,0.37491546975757567,0.44078302671977215,JUSTO,RESERVORIO
UNKNOWN,17.812353134,1.7273962498,2.3082101345,2.0096039772,50.716938019,10.020602226,136.3550415,51.597988129,1.0378674269,0.3881188016969698,0.4721609586650092,JUSTO,RESERVORIO
UNKNOWN,17.678415298,1.7297838926,2.3114094734,2.0305373669,52.098487854,10.156347275,136.14761353,51.522010803,0.9164429903,0.3754318988484848,0.4962688731325392,JUSTO,RESERVORIO
UNKNOWN,17.69049263,1.739548564,2.3046038151,2.0537159443,53.31231308,10.203041077,134.40061951,52.342651367,1.3078397512,0.3613842761818182,0.5174500089740403,POBRE,NO_RESERVORIO
UNKNOWN,17.925699234,1.7576313019,2.2966117859,2.0627779961,53.790561676,10.5,132.4551239,52.402336121,1.4972198009,0.3558921235757576,0.5257954019193365,POBRE,NO_RESERVORIO
UNKNOWN,18.004096985,1.7782101631,2.2973775864,2.0675399303,54.979312897,10.5,131.82429504,52.293006897,1.5852884054,0.3530061028484847,0.5465389987357625,POBRE,NO_RESERVORIO
UNKNOWN,17.925336838,1.797747016,2.3061010838,2.0793976784,55.698432922,9.6244716644,131.94897461,51.907646179,1.6293109655,0.3458195888484849,0.559087575425063,POBRE,NO_RESERVORIO
UNKNOWN,17.887836456,1.8340654373,2.3098218441,2.0941855907,56.444553375,8.2617759705,132.58909607,51.790351868,1.6157820225,0.3368572177575757,0.5721073070393038,POBRE,NO_RESERVORIO
UNKNOWN,17.829507828,1.8464304209,2.3054811954,2.1098985672,57.36309433,7.2364706993,134.31950378,51.704978943,1.5465891361,0.3273342016969696,0.5881357601700324,POBRE,NO_RESERVORIO
UNKNOWN,17.806289673,1.8207074404,2.3053359985,2.1372923851,57.038665771,7.2920508385,135.98002625,52.223735809,1.4260052443,0.31073188781818184,0.5824745123792887,POBRE,NO_RESERVORIO
UNKNOWN,17.776590347,1.7644466162,2.3023476601,2.1433429718,56.869438171,8.3736009598,136.20922852,52.312778473,1.487746954,0.30706486557575746,0.5795215067019037,POBRE,NO_RESERVORIO
UNKNOWN,17.624015808,1.6937868595,2.2897379398,2.1312553883,56.656143188,10.149147987,136.43415833,52.285240173,1.4502242804,0.3143906737575757,0.5757995293426742,POBRE,NO_RESERVORIO
UNKNOWN,17.504087448,1.6628563404,2.2732043266,2.1155638695,55.07377243,10.5,135.74160767,51.994911194,1.4167076349,0.3239006851515152,0.5481873086877569,POBRE,NO_RESERVORIO
UNKNOWN,17.483999252,1.6733832359,2.2591171265,2.1030158997,52.785694122,10.470571518,133.9962616,51.265026093,1.5342993736,0.33150551533333333,0.508260557768725,POBRE,NO_RESERVORIO
UNKNOWN,17.466413498,1.7040936947,2.2597091198,2.1084976196,52.401611328,9.9984588623,134.24909973,50.073177338,1.6236873865,0.3281832608484848,0.501558349197145,POBRE,NO_RESERVORIO
UNKNOWN,17.391452789,1.7350962162,2.273660183,2.1009037495,54.690830231,10.350280762,134.28968811,49.442733765,1.4562029839,0.3327856063636363,0.5415050033914736,POBRE,NO_RESERVORIO
UNKNOWN,17.326570511,1.7639582157,2.2923119068,2.0967342854,56.270465851,10.5,133.8914032,48.722606659,1.4109797478,0.33531255430303014,0.569069496145963,POBRE,NO_RESERVORIO
UNKNOWN,17.251428604,1.7807927132,2.3116958141,2.094180584,56.300731659,10.5,133.4370575,48.051933289,1.5641231537,0.33686025212121207,0.5695976316442781,POBRE,NO_RESERVORIO
UNKNOWN,17.316087723,1.7924499512,2.3222410679,2.1041207314,56.446475983,10.5,132.71986389,48.345680237,1.5679713488,0.33083592036363624,0.5721408563677786,POBRE,NO_RESERVORIO
UNKNOWN,17.570663452,1.7988935709,2.3251152039,2.1203193665,56.590427399,10.04605484,132.70910645,49.593650818,1.566380024,0.32101856575757576,0.5746527950155855,POBRE,NO_RESERVORIO
UNKNOWN,17.806732178,1.8090113401,2.3248898983,2.1274044514,54.75933075,8.4552755356,133.08311462,50.441074371,1.6488378048,0.31672457490909095,0.542700330994718,POBRE,NO_RESERVORIO
UNKNOWN,17.908023834,1.8108770847,2.3306276798,2.1342875957,52.035488129,7.3964304924,133.38807678,50.359523773,1.4488459826,0.31255297230303025,0.4951695338663752,JUSTO,RESERVORIO
UNKNOWN,17.947683334,1.8006361723,2.345897913,2.1359090805,50.416023254,7.3130779266,133.36253357,49.699741364,1.2231067419,0.3115702542424243,0.4669100243643752,JUSTO,RESERVORIO
UNKNOWN,18.121809006,1.792656064,2.3633060455,2.1349999905,50.741592407,7.6970057487,132.9763031,49.655452728,0.9928171039,0.3121212178787879,0.4725911754129655,JUSTO,RESERVORIO
UNKNOWN,17.835481644,1.8014279604,2.3731789589,2.1139264107,51.337905884,8.2460584641,132.06906128,50.606937408,1.1116286516,0.3248930844242424,0.4829967894090408,JUSTO,RESERVORIO
UNKNOWN,17.483999252,1.8211407661,2.372831583,2.0642762184,51.687568665,8.5988588333,131.77104187,51.054538727,1.3113428354,0.3549841100606061,0.4890983719964157,JUSTO,RESERVORIO
UNKNOWN,17.501146317,1.8386305571,2.3699212074,2.0139935017,51.23910141,10.062817574,131.86514282,51.399780273,1.3940583467,0.3854584838181818,0.4812726606459251,JUSTO,RESERVORIO
UNKNOWN,17.52399826,1.8358200788,2.3765149117,1.9860142469,49.153942108,10.5,132.55517578,52.88256073,1.4472998381,0.40241560793939396,0.44488682726497397,JUSTO,RESERVORIO
UNKNOWN,17.531000137,1.8286485672,2.3899435997,1.9922430515,45.434009552,10.5,132.84941101,53.672603607,1.2040315866,0.3986405748484848,0.37997435461064644,JUSTO,RESERVORIO
UNKNOWN,17.662967682,1.8367977142,2.4023776054,2.0039999485,44.346424103,9.2641172409,131.96852112,52.57113266,1.2906097174,0.3915151827272726,0.3609960909849827,JUSTO,RESERVORIO
UNKNOWN,17.814102173,1.8503905535,2.4143457413,2.0234031677,48.023178101,8.3943328857,131.36779785,51.220588684,1.6287630796,0.3797556559393938,0.42515510186998123,JUSTO,RESERVORIO
UNKNOWN,17.974739075,1.8694785833,2.4221045971,2.0613481998,52.196949005,7.7559080124,130.98692322,51.008880615,1.5951433182,0.3567586667878789,0.49798701094164877,JUSTO,RESERVORIO
UNKNOWN,18.224075317,1.8784426451,2.4208590984,2.1106266975,52.439785004,6.988404274,131.01174927,51.181865692,1.4019980431,0.3268929106060606,0.5022244762470746,POBRE,NO_RESERVORIO
UNKNOWN,18.343999863,1.8739013672,2.4232084751,2.1436479092,48.126209259,7.0519208908,131.90106201,51.057197571,1.3810013533,0.30688005503030313,0.426952985870709,JUSTO,RESERVORIO
UNKNOWN,18.328035355,1.8607243299,2.4321455956,2.1233382225,45.8318367,7.7173733711,132.11135864,51.061473846,1.2767244577,0.31918895606060593,0.3869164008646966,JUSTO,RESERVORIO
UNKNOWN,18.312999725,1.8515111208,2.4396088123,2.0815992355,47.535919189,9.7891635895,131.87889099,51.122001648,1.080806613,0.3444853118181817,0.41665247975932984,JUSTO,RESERVORIO
UNKNOWN,18.400154114,1.8535259962,2.4532618523,2.0523002148,49.762722015,10.5,131.80763245,51.185810089,1.038774848,0.36224229406060615,0.45550997929011017,JUSTO,RESERVORIO
UNKNOWN,18.330879211,1.8625932932,2.4599363804,2.0501117706,50.318206787,10.056509018,131.43354797,51.691524506,1.1924853325,0.3635686238787878,0.46520313623033116,JUSTO,RESERVORIO
UNKNOWN,18.029682159,1.8785605431,2.4432849884,2.0418789387,50.16147995,9.0592794418,130.80552673,52.627567291,1.3863844872,0.3685582189696969,0.4624682676896226,JUSTO,RESERVORIO
UNKNOWN,17.7284832,1.897018075,2.4042291641,2.0074682236,51.510951996,8.6717424393,129.93284607,51.990455627,1.4425159693,0.38941319781818173,0.486016427761091,JUSTO,RESERVORIO
UNKNOWN,17.570512772,1.9060034752,2.3277289867,1.9715646505,52.264087677,7.5791602135,130.50531006,50.684406281,1.2635464668,0.4111729390909091,0.4991585744430403,JUSTO,RESERVORIO
UNKNOWN,17.461734772,1.8683259487,2.2204999924,1.9490352869,52.84400177,7.3680033684,133.875,50.310401917,1.0950000286,0.4248270988484848,0.5092780207332708,POBRE,NO_RESERVORIO
UNKNOWN,17.336286545,1.7422710657,2.1311752796,1.944507122,53.392578125,8.2277860641,138.98539734,50.616943359,1.3288047314,0.42757144121212115,0.5188506264476708,POBRE,NO_RESERVORIO
UNKNOWN,17.282049179,1.5872632265,2.0747497082,1.9381166697,52.668815613,10.5,143.85241699,51.552749634,1.5441168547,0.4314444426060605,0.5062210387975802,POBRE,NO_RESERVORIO
UNKNOWN,17.181074142,1.4912548065,2.0268905163,1.9290742874,51.811599731,10.5,147.84512329,52.180614471,1.3765338659,0.4369246743030303,0.4912627024133815,JUSTO,RESERVORIO
UNKNOWN,17.078857422,1.4512705803,1.9736162424,1.9284248352,51.619686127,10.5,149.13827515,51.824157715,1.1665518284,0.4373182816969697,0.48791382810340234,POBRE,NO_RESERVORIO
UNKNOWN,17.00928688,1.4463407993,1.9240444899,1.9527041912,52.209861755,9.3497200012,148.98672485,50.88376236,1.1155133247,0.42260352048484845,0.4982123372126628,POBRE,NO_RESERVORIO
UNKNOWN,16.908891678,1.4634711742,1.8908984661,1.9822355509,51.866916656,9.637802124,150.46812439,50.737831116,1.1890617609,0.4047057267272727,0.4922279775433277,POBRE,NO_RESERVORIO
UNKNOWN,16.83634758,1.4951261282,1.8674089909,1.9961550236,50.327789307,10.5,151.13894653,51.296619415,1.2184149027,0.39626968266666657,0.4653703503015799,POBRE,NO_RESERVORIO
UNKNOWN,16.842741013,1.5301852226,1.8502548933,2.0049490929,48.017902374,10.5,148.47592163,50.906276703,1.2243652344,0.39093994369696966,0.4250630409308476,POBRE,NO_RESERVORIO
UNKNOWN,16.858999252,1.5663558245,1.8459051847,2.0116651058,44.502845764,10.5,144.21392822,50.003379822,1.3837810755,0.38686963284848475,0.36372563423324134,POBRE,NO_RESERVORIO
UNKNOWN,16.844421387,1.5992665291,1.8541599512,2.0015697479,39.221118927,10.5,141.18385315,49.518123627,1.6453151703,0.3929880315757575,0.2715599985091752,POBRE,NO_RESERVORIO
UNKNOWN,16.806022644,1.6017308235,1.8746643066,1.96246171,34.658836365,10.5,138.82203674,49.591182709,1.8755997419,0.41668987272727276,0.19194859760636268,POBRE,NO_RESERVORIO
UNKNOWN,16.802850723,1.5807175636,1.8951537609,1.9362152815,34.654846191,10.5,137.61712646,51.404949188,1.9066085815,0.4325967990909091,0.19187896944596947,POBRE,NO_RESERVORIO
UNKNOWN,16.827999115,1.6055330038,1.8968071938,1.9505357742,37.936164856,10.5,139.14761353,52.582080841,1.9301658869,0.4239177126060606,0.2491376710233394,POBRE,NO_RESERVORIO
UNKNOWN,16.892805099,1.6915047169,1.873008132,1.9957758188,40.170822144,10.5,141.44482422,52.419956207,2.2161750793,0.39649950375757564,0.2881322301760655,POBRE,NO_RESERVORIO
UNKNOWN,16.975854874,1.7307715416,1.8362619877,2.0332107544,38.460895538,10.5,141.32887268,53.023239136,2.262668848,0.3738116639999998,0.2582941719903456,POBRE,NO_RESERVORIO
UNKNOWN,16.963092804,1.6682895422,1.8121314049,2.0411860943,34.384296417,10.5,140.02104187,53.326038361,1.9001131058,0.36897812466666663,0.18715790137765656,POBRE,NO_RESERVORIO
UNKNOWN,16.952013016,1.5588004589,1.7967159748,2.0051867962,32.415531158,10.5,137.01850891,53.291969299,1.830750227,0.3907958810909092,0.15280313308179083,POBRE,NO_RESERVORIO
UNKNOWN,16.996862411,1.4810025692,1.7721592188,1.9384533167,34.94909668,10.5,132.61851501,53.271705627,1.827123642,0.4312404141212121,0.1970136127582325,POBRE,NO_RESERVORIO
UNKNOWN,17.177528381,1.4520796537,1.7395019531,1.8927429914,40.212348938,10.5,132.71229553,52.941009521,1.7987883091,0.45,0.2888568688192041,POBRE,NO_RESERVORIO
